model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse,data_type
Informer,48,192,False,True,True,34.53255463,39.5239051,4.30431509,4.87526715,5.87644053,6.28680404,0.45536289,0.55110252,-1.08807166,-1.16902899,0.28341487,1.45181561,reduced
Informer,48,336,False,True,True,38.73636627,43.04915138,4.61386919,5.27952461,6.22385454,6.56118521,0.49225366,0.6310838,-1.43534434,-1.65258717,0.32612431,1.57253325,reduced
Informer,48,720,False,True,True,33.00289536,42.91237467,4.43636417,5.51253481,5.74481487,6.55075375,0.51091832,0.70498371,-1.74921113,-2.34195164,0.32111064,1.62793291,reduced
Informer,72,1,False,True,True,16.60752106,20.1400304,2.59061122,3.09760624,4.07523251,4.48776452,0.22141635,0.29492606,0.15098562,0.00029018,0.09494955,0.9214198,reduced
Informer,72,12,False,True,True,19.68428421,27.316656,2.9315145,3.69310977,4.43669748,5.22653384,0.26180705,0.3584656,-0.002671,-0.36069459,0.11806887,1.00134933,reduced
Informer,72,24,False,True,True,24.46992683,28.01195628,3.31682444,3.7870956,4.94670868,5.29263226,0.29938966,0.38124208,-0.241401,-0.40068633,0.15082887,1.11431825,reduced
Informer,72,96,False,True,True,32.05909348,47.12671715,3.99090767,5.45393438,5.66207504,6.86489018,0.3883602,0.62779382,-0.73167502,-1.43128087,0.22467251,1.31709623,reduced
Informer,72,192,False,True,True,34.58960724,40.05382178,4.30019808,4.93344162,5.88129282,6.32880888,0.44170845,0.55679928,-1.03561947,-1.20949563,0.26932764,1.42946184,reduced
Informer,72,336,False,True,True,38.89165878,42.64392916,4.73940134,5.23906672,6.23631763,6.53023194,0.5087167,0.61837525,-1.4172663,-1.64320063,0.32647252,1.55367863,reduced
Informer,72,720,False,True,True,37.52223587,42.61228923,4.71584702,5.48086165,6.12553978,6.52780892,0.53420216,0.69364525,-2.02741493,-2.33827518,0.3542009,1.71554101,reduced
Informer,96,1,False,True,True,17.61532402,20.63223619,2.70369697,3.11823538,4.19706154,4.54227214,0.23082742,0.29184361,0.11210096,-0.02885935,0.10019387,0.94228405,reduced
Informer,96,12,False,True,True,20.06221199,27.34132565,2.97094464,3.66917578,4.47908592,5.22889335,0.26246107,0.35094364,-0.00978789,-0.36818528,0.1185148,1.00489008,reduced
Informer,96,24,False,True,True,25.20241547,28.65645269,3.42590904,3.86554285,5.02020073,5.35317221,0.31088439,0.39010178,-0.26653977,-0.43958657,0.15605795,1.12544835,reduced
Informer,96,96,False,True,True,34.01113892,47.40337938,4.16322994,5.48407396,5.8319068,6.88501121,0.40896213,0.62879741,-0.79716236,-1.45737267,0.23912852,1.34149051,reduced
